frequency,dBHz
18750000.0,-148.67078897038425
18760000.0,-148.85683225425953
18770000.0,-147.67256402847704
18780000.0,-149.3252739337932
18790000.0,-150.1729533901309
18800000.0,-150.35917307185397
18810000.0,-150.25214415247166
18820000.0,-149.97713634677822
18830000.0,-150.5929539901239
18840000.0,-149.86657554016023
18850000.0,-149.56014032925393
18860000.0,-149.1086059531003
18870000.0,-147.7323636493975
18880000.0,-148.27708611265444
18890000.0,-150.90138987971363
18900000.0,-150.19032649053736
18910000.0,-149.50143531974118
18920000.0,-149.90211344271287
18930000.0,-148.6744593604956
18940000.0,-148.47363455028406
18950000.0,-148.78375923774547
18960000.0,-149.41387960582153
18970000.0,-147.6558718290628
18980000.0,-148.44767284741852
18990000.0,-149.90560688546674
19000000.0,-149.40893819414885
19010000.0,-150.01878286801158
19020000.0,-151.3057884952629
19030000.0,-149.71066967244337
19040000.0,-147.9722784376665
19050000.0,-149.82157120628386
19060000.0,-147.03540222797335
19070000.0,-146.52750816640105
19080000.0,-145.72819919167998
19090000.0,-147.3522598939416
19100000.0,-149.16986796568702
19110000.0,-149.65754267201083
19120000.0,-149.0767623005723
19130000.0,-149.00652972672435
19140000.0,-148.97618480407135
19150000.0,-150.5141912027261
19160000.0,-151.24835133724073
19170000.0,-149.55811178490455
19180000.0,-148.30839467518138
19190000.0,-149.46499294662627
19200000.0,-150.2281245970486
19210000.0,-149.4803855881537
19220000.0,-148.71993118009553
19230000.0,-148.2297023028709
19240000.0,-151.070540653184
19250000.0,-151.41402621744487
19260000.0,-151.23881501525187
19270000.0,-150.4459795150831
19280000.0,-150.05750471306303
19290000.0,-149.8264255324571
19300000.0,-149.55167440087362
19310000.0,-147.73203093087864
19320000.0,-149.24297284183822
19330000.0,-149.6184828151339
19340000.0,-149.0824005211166
19350000.0,-147.88639351709332
19360000.0,-147.28352020572243
19370000.0,-147.4970291838031
19380000.0,-148.24271283511297
19390000.0,-149.20207462724773
19400000.0,-148.34220811066348
19410000.0,-149.4348923442162
19420000.0,-149.42414324352714
19430000.0,-149.32518670205798
19440000.0,-149.5539256395271
19450000.0,-148.51794203919798
19460000.0,-149.2746986792128
19470000.0,-149.23145174792145
19480000.0,-149.94999568846904
19490000.0,-150.11224640286417
19500000.0,-149.79154219895227
19510000.0,-150.78381503526882
19520000.0,-147.96699054326587
19530000.0,-148.65454679935502
19540000.0,-149.67310145557755
19550000.0,-148.44215556061909
19560000.0,-149.17389348394184
19570000.0,-150.17413075762502
19580000.0,-151.17515196078992
19590000.0,-149.8825284460748
19600000.0,-148.7145882080476
19610000.0,-150.6143997320984
19620000.0,-149.40148155324425
19630000.0,-149.1004888745164
19640000.0,-149.09614742059193
19650000.0,-150.75629106662402
19660000.0,-151.18802422001403
19670000.0,-148.75942637635694
19680000.0,-148.40321675069782
19690000.0,-148.8894945551384
19700000.0,-149.48509655749154
19710000.0,-148.55335279498763
19720000.0,-150.0033772078586
19730000.0,-150.61483352329907
19740000.0,-150.79611590094376
19750000.0,-151.80823716643903
19760000.0,-150.03250339769747
19770000.0,-148.7386108792738
19780000.0,-149.63722261619586
19790000.0,-150.21371976597953
19800000.0,-149.00439719134351
19810000.0,-147.8805696178268
19820000.0,-149.12516847141097
19830000.0,-149.79326040059019
19840000.0,-151.57013989339907
19850000.0,-152.7804926617481
19860000.0,-151.4669917513348
19870000.0,-149.44424386891131
19880000.0,-149.35739907084104
19890000.0,-149.48727083889634
19900000.0,-148.88140203617243
19910000.0,-147.42777235383542
19920000.0,-149.09284991772327
19930000.0,-149.71815236885408
19940000.0,-148.43451116247272
19950000.0,-149.05580674976795
19960000.0,-147.78159297187085
19970000.0,-147.90174307453952
19980000.0,-147.6827793867472
19990000.0,-148.23377325515622
20000000.0,-148.84160374749987
20010000.0,-149.85281436158837
20020000.0,-150.18333707075524
20030000.0,-148.3299220144
20040000.0,-147.56984779781178
20050000.0,-147.82851082974776
20060000.0,-149.16896044153938
20070000.0,-149.50102365449538
20080000.0,-149.25950852647702
20090000.0,-148.6398742145261
20100000.0,-148.49126906707693
20110000.0,-149.90572772832627
20120000.0,-150.19716369907545
20130000.0,-150.04538265764074
20140000.0,-151.02344891997572
20150000.0,-152.0348637543783
20160000.0,-149.68627092185827
20170000.0,-148.46433542020418
20180000.0,-148.47380782736138
20190000.0,-149.85991361747892
20200000.0,-150.64700089827915
20210000.0,-150.8084681513407
20220000.0,-149.74009571859398
20230000.0,-150.10358149243856
20240000.0,-151.6676674301164
20250000.0,-149.95732559553764
20260000.0,-148.46234951028504
20270000.0,-150.52370576052357
20280000.0,-149.74743002075564
20290000.0,-149.8734281081303
20300000.0,-149.77885355869714
20310000.0,-148.65346010600848
20320000.0,-149.64482927798431
20330000.0,-150.3893631900556
20340000.0,-150.9149257996027
20350000.0,-151.0698657035432
20360000.0,-149.0117005074611
20370000.0,-148.88324311700032
20380000.0,-148.9347480459622
20390000.0,-149.20415218553325
20400000.0,-149.7103446738986
20410000.0,-149.54423491307261
20420000.0,-151.05060360931904
20430000.0,-150.4945138004067
20440000.0,-150.5713412443601
20450000.0,-150.57831632263708
20460000.0,-151.09287068353694
20470000.0,-150.95324483345263
20480000.0,-149.3791994849875
20490000.0,-150.1000036742999
20500000.0,-149.40552764141762
20510000.0,-148.38259327016988
20520000.0,-150.8696076010189
20530000.0,-151.84514586355832
20540000.0,-150.88549103666628
20550000.0,-151.0474200556174
20560000.0,-150.38761496855216
20570000.0,-148.91120659064737
20580000.0,-147.99816546675493
20590000.0,-148.03380280696348
20600000.0,-147.454786421564
20610000.0,-148.72223935082854
20620000.0,-150.17234110631884
20630000.0,-149.4133298880377
20640000.0,-148.46435187362894
20650000.0,-150.67578806382926
20660000.0,-149.76977978868183
20670000.0,-151.28097128980477
20680000.0,-151.00787740231863
20690000.0,-149.05611802242368
20700000.0,-149.1083217613259
20710000.0,-150.79096844028962
20720000.0,-150.30898148599587
20730000.0,-149.65999100608997
20740000.0,-150.0488790428849
20750000.0,-148.88539773055993
20760000.0,-148.5397162208013
20770000.0,-149.57102613551072
20780000.0,-149.7338852217752
20790000.0,-149.91898236133267
20800000.0,-149.59279444549966
20810000.0,-149.80854746000568
20820000.0,-152.3854203213873
20830000.0,-148.97800491284312
20840000.0,-147.84863130027819
20850000.0,-148.59572070147752
20860000.0,-150.70539154225094
20870000.0,-149.59386625368253
20880000.0,-150.1679918514744
20890000.0,-149.2380487813611
20900000.0,-149.3585333458483
20910000.0,-150.44772996323428
20920000.0,-151.6229604431025
20930000.0,-151.41554040303953
20940000.0,-150.31169405845807
20950000.0,-151.11654390393414
20960000.0,-149.4918476684035
20970000.0,-149.8807413545178
20980000.0,-149.5643117882938
20990000.0,-148.3380860032185
21000000.0,-148.41571477433016
21010000.0,-148.64832023914352
21020000.0,-148.34313591370702
21030000.0,-148.5743302749624
21040000.0,-149.4501403739744
21050000.0,-149.50134669511
21060000.0,-151.12477011659925
21070000.0,-150.48254206011347
21080000.0,-151.368521434685
21090000.0,-151.07722949439312
21100000.0,-149.35960114741704
21110000.0,-148.94313096556942
21120000.0,-149.68379853795778
21130000.0,-149.35865062264386
21140000.0,-150.7278663459534
21150000.0,-149.98573463419925
21160000.0,-150.33436276895205
21170000.0,-149.64401017641077
21180000.0,-149.74005985066074
21190000.0,-149.67098140778353
21200000.0,-150.2265841926607
21210000.0,-149.70870450475826
21220000.0,-149.562173748712
21230000.0,-150.27468870610102
21240000.0,-151.78055099693228
21250000.0,-150.73251835883232
21260000.0,-150.62759484681214
21270000.0,-150.86525460972624
21280000.0,-151.03534915774753
21290000.0,-150.78290937938573
21300000.0,-150.46191276891815
21310000.0,-150.23779160918525
21320000.0,-150.12566147069282
21330000.0,-151.33432758052092
21340000.0,-150.42226701795724
21350000.0,-152.96254889039315
21360000.0,-150.1554385405759
21370000.0,-149.74307953049046
21380000.0,-148.34722344805184
21390000.0,-149.12359288323535
21400000.0,-149.05052382455023
21410000.0,-149.10996649247804
21420000.0,-149.2834061184676
21430000.0,-148.5831877164348
21440000.0,-149.80459486551902
21450000.0,-151.6398405664491
21460000.0,-150.53383302610914
21470000.0,-153.6497520983296
21480000.0,-151.98250770456698
21490000.0,-149.52887842328917
21500000.0,-149.12837371694823
21510000.0,-150.09064694244552
21520000.0,-148.94517239520493
21530000.0,-149.00806930238298
21540000.0,-149.60070466062948
21550000.0,-149.65459868729005
21560000.0,-150.0661236765349
21570000.0,-150.8609436251303
21580000.0,-149.75819396340512
21590000.0,-149.4320620268853
21600000.0,-150.19997942077072
21610000.0,-149.2354930363518
21620000.0,-149.88489265139123
21630000.0,-150.5207652819161
21640000.0,-150.22626638058725
21650000.0,-151.7639738617582
21660000.0,-150.89489567900955
21670000.0,-150.60790275762147
21680000.0,-153.1348969398219
21690000.0,-151.71929929876723
21700000.0,-151.83234375722822
21710000.0,-151.27958502757468
21720000.0,-150.5847866163554
21730000.0,-149.80980090585751
21740000.0,-150.1043382227505
21750000.0,-150.94169602030047
21760000.0,-151.26111648405794
21770000.0,-151.70120959563926
21780000.0,-151.27036978680442
21790000.0,-150.31181447656945
21800000.0,-149.2171771517148
21810000.0,-149.76282719676195
21820000.0,-151.10153758177933
21830000.0,-151.0991262375606
21840000.0,-150.7701432685636
21850000.0,-151.3067554244331
21860000.0,-149.45220622081956
21870000.0,-148.8689300910024
21880000.0,-150.63275667017692
21890000.0,-150.60092843638535
21900000.0,-150.26308193038534
21910000.0,-149.3622216220337
21920000.0,-149.06029819733757
21930000.0,-149.40008365870347
21940000.0,-150.76762676336241
21950000.0,-151.96071295382828
21960000.0,-151.28101054508195
21970000.0,-149.28668818048567
21980000.0,-150.34920206956744
21990000.0,-149.37313600112327
22000000.0,-150.5144261218975
22010000.0,-151.94196885146545
22020000.0,-152.6684561250171
22030000.0,-151.44064645133204
22040000.0,-150.21959733758314
22050000.0,-151.48315601550357
22060000.0,-150.17716468772318
22070000.0,-150.4838477959091
22080000.0,-150.44124564793816
22090000.0,-149.4780801458661
22100000.0,-150.66548252961815
22110000.0,-153.02480586300663
22120000.0,-152.82608154119856
22130000.0,-152.12523587379988
22140000.0,-151.31352640874434
22150000.0,-151.9830417096881
22160000.0,-151.2276965184046
22170000.0,-153.37410088265563
22180000.0,-154.2777316010355
22190000.0,-152.5432562278251
22200000.0,-150.6550103667394
22210000.0,-150.3723674458489
22220000.0,-152.69393365186548
22230000.0,-153.7029925084097
22240000.0,-151.5591894000824
22250000.0,-151.1677162533805
22260000.0,-151.09123424522704
22270000.0,-150.2661326527348
22280000.0,-150.51676930614167
22290000.0,-151.57156054932494
22300000.0,-152.47667787470297
22310000.0,-150.6972444756658
22320000.0,-149.8866288874255
22330000.0,-150.8735748356342
22340000.0,-150.6327966265103
22350000.0,-150.7370162774008
22360000.0,-152.98602790857498
22370000.0,-152.37838733514673
22380000.0,-150.56635269864051
22390000.0,-150.01269829836278
22400000.0,-151.6296661123522
22410000.0,-151.31529574701838
22420000.0,-151.28921637883562
22430000.0,-151.4923943475603
22440000.0,-150.95887900081374
22450000.0,-150.42820820343238
22460000.0,-152.3586885234496
22470000.0,-151.5149241598348
22480000.0,-150.1666387875778
22490000.0,-151.7150564758818
22500000.0,-152.3581599869807
22510000.0,-154.51588512501834
22520000.0,-151.3932797644158
22530000.0,-151.43279305509702
22540000.0,-152.86661142993177
22550000.0,-152.43042753289876
22560000.0,-152.47047927733956
22570000.0,-152.73562999822815
22580000.0,-151.38326241172447
22590000.0,-150.6598020127784
22600000.0,-149.88867749060597
22610000.0,-149.66869216220826
22620000.0,-151.01812022015554
22630000.0,-151.62708386608708
22640000.0,-152.56237869555864
22650000.0,-152.8067014229406
22660000.0,-151.3275064894433
22670000.0,-149.96113386577807
22680000.0,-149.3202055311585
22690000.0,-149.5765243622837
22700000.0,-151.33487012529687
22710000.0,-150.7563257720402
22720000.0,-149.77240983084522
22730000.0,-150.70545896793422
22740000.0,-150.48519604778753
22750000.0,-150.78663656374127
22760000.0,-151.5680726564718
22770000.0,-150.85926573651494
22780000.0,-150.2844233757924
22790000.0,-150.74442967591838
22800000.0,-154.24563101675608
22810000.0,-155.4722337321802
22820000.0,-154.4244646726428
22830000.0,-153.16827852801038
22840000.0,-152.55689269139555
22850000.0,-151.67493384775977
22860000.0,-151.17215540547176
22870000.0,-152.34116975496815
22880000.0,-151.9168962243157
22890000.0,-150.0690291101245
22900000.0,-149.95334431484247
22910000.0,-151.80243149127125
22920000.0,-151.76306672677705
22930000.0,-150.70789981206832
22940000.0,-151.67804465405825
22950000.0,-150.6913390824428
22960000.0,-150.8797232893628
22970000.0,-152.01748372902844
22980000.0,-152.05037405248015
22990000.0,-152.37378447376247
23000000.0,-152.2233951431857
23010000.0,-150.86089259627232
23020000.0,-151.6219254518573
23030000.0,-150.43977445432506
23040000.0,-150.74097153522666
23050000.0,-153.5527909610712
23060000.0,-152.87202812566167
23070000.0,-151.91577363830763
23080000.0,-151.28439528943647
23090000.0,-150.59799543788426
23100000.0,-149.9795650864953
23110000.0,-150.52601283499433
23120000.0,-151.41481021160084
23130000.0,-152.58245748617838
23140000.0,-150.24023305159346
23150000.0,-149.50461617755573
23160000.0,-149.71794609248522
23170000.0,-151.24563172683608
23180000.0,-152.04958875593582
23190000.0,-151.64856739421856
23200000.0,-149.94509490631853
23210000.0,-149.69485275418324
23220000.0,-150.17714699673513
23230000.0,-151.36621330977385
23240000.0,-150.46932186408276
23250000.0,-150.96897921342628
23260000.0,-151.60817542705334
23270000.0,-151.3438155286408
23280000.0,-152.14175151044032
23290000.0,-151.88533905920985
23300000.0,-151.20821528665923
23310000.0,-152.6410184541088
23320000.0,-152.58381388810335
23330000.0,-151.77446753342466
23340000.0,-151.87592136517898
23350000.0,-150.92676139393205
23360000.0,-152.79677565488728
23370000.0,-152.77776810360749
23380000.0,-151.1582266461613
23390000.0,-150.6135808623071
23400000.0,-150.76896354898304
23410000.0,-151.83837734830738
23420000.0,-151.65941560148795
23430000.0,-151.05151624797674
23440000.0,-153.01242392526223
23450000.0,-151.18161869358343
23460000.0,-150.2158605385291
23470000.0,-152.22857572289092
23480000.0,-152.68980425866167
23490000.0,-149.47095472063532
23500000.0,-150.41893391203413
23510000.0,-151.55337540520287
23520000.0,-150.74395348328719
23530000.0,-151.296159523484
23540000.0,-150.5861502769363
23550000.0,-149.94402687203132
23560000.0,-150.76292915342455
23570000.0,-151.27479857290479
23580000.0,-152.58714612964877
23590000.0,-152.58653446770194
23600000.0,-151.10319063453042
23610000.0,-150.23807264321493
23620000.0,-151.28618361333076
23630000.0,-151.3103845126149
23640000.0,-151.5897650659171
23650000.0,-151.61481880916946
23660000.0,-150.48131944883576
23670000.0,-149.68718711712557
23680000.0,-150.85394129271333
23690000.0,-150.79924751017438
23700000.0,-150.18011756089643
23710000.0,-148.7994643497724
23720000.0,-151.08825587260756
23730000.0,-151.14960159846564
23740000.0,-151.53984341313912
23750000.0,-151.64928873528694
23760000.0,-150.3126325503893
23770000.0,-149.03407589473022
23780000.0,-150.83513562813994
23790000.0,-152.92996235834624
23800000.0,-152.06065446594675
23810000.0,-151.27530422876924
23820000.0,-151.27597672053906
23830000.0,-152.47736572581556
23840000.0,-153.75400189853647
23850000.0,-153.4632870239172
23860000.0,-151.8070175002825
23870000.0,-151.5550553691194
23880000.0,-153.09467581250723
23890000.0,-151.90681812823223
23900000.0,-150.65642778647813
23910000.0,-151.7626385326423
23920000.0,-151.08630484108855
23930000.0,-150.29835149430306
23940000.0,-151.15481733059528
23950000.0,-152.61450485553203
23960000.0,-152.16464976388448
23970000.0,-151.47966437374959
23980000.0,-149.8061078983364
23990000.0,-149.5568099173625
24000000.0,-150.22767231792398
24010000.0,-153.46672357174762
24020000.0,-152.6231015765545
24030000.0,-151.41549685585701
24040000.0,-150.9075066807851
24050000.0,-151.3795423874457
24060000.0,-151.22079985979735
24070000.0,-150.93211465873975
24080000.0,-152.0180313251995
24090000.0,-150.38792154253957
24100000.0,-151.8934886344632
24110000.0,-152.4496916119764
24120000.0,-151.30575501298043
24130000.0,-150.60093639386824
24140000.0,-150.6510959167132
24150000.0,-151.87637167056127
24160000.0,-151.2363541531973
24170000.0,-151.21083917940308
24180000.0,-152.33199182253298
24190000.0,-151.9927892032863
24200000.0,-149.548024157357
24210000.0,-148.93102380740498
24220000.0,-150.5420864265962
24230000.0,-151.5423466510954
24240000.0,-152.67826503508448
24250000.0,-151.9612160428979
24260000.0,-152.50324996501297
24270000.0,-151.35697927091567
24280000.0,-148.90466304844625
24290000.0,-150.5089825004078
24300000.0,-150.7914245053946
24310000.0,-152.15962585132854
24320000.0,-152.84971586850818
24330000.0,-152.2845441992446
24340000.0,-149.15002471989922
24350000.0,-149.76382691446955
24360000.0,-151.31346682399857
24370000.0,-150.5345805224747
24380000.0,-149.5185844504141
24390000.0,-150.26253246369345
24400000.0,-151.08633477551248
24410000.0,-151.76897619124261
24420000.0,-151.1387239503008
24430000.0,-152.18806823221178
24440000.0,-150.6548231633346
24450000.0,-150.65037575329973
24460000.0,-151.58181388686995
24470000.0,-150.851681838559
24480000.0,-149.5156115243537
24490000.0,-150.70895117977526
24500000.0,-151.8442933795906
24510000.0,-150.83170161206468
24520000.0,-150.85408095844804
24530000.0,-151.49129998894398
24540000.0,-151.79277471536915
24550000.0,-151.77254687977748
24560000.0,-151.1701107874356
24570000.0,-150.90504541241714
24580000.0,-150.78712004898284
24590000.0,-150.03087242031205
24600000.0,-150.79051942684575
24610000.0,-151.02372412240985
24620000.0,-152.174819252352
24630000.0,-151.50242150625627
24640000.0,-150.79933370589
24650000.0,-150.534739388114
24660000.0,-150.35201922315846
24670000.0,-151.793825552462
24680000.0,-150.1869203962642
24690000.0,-151.2738948494125
24700000.0,-150.62720600768355
24710000.0,-150.85658352944176
24720000.0,-150.37293676928925
24730000.0,-149.86050423860806
24740000.0,-152.07278703982135
24750000.0,-151.79912363139255
24760000.0,-150.7208105270903
24770000.0,-149.44649835627183
24780000.0,-149.6601362208379
24790000.0,-150.60364971925563
24800000.0,-149.36533972430925
24810000.0,-149.70392264103822
24820000.0,-149.10840335948797
24830000.0,-150.25517538022643
24840000.0,-152.0917984263886
24850000.0,-152.53513539447562
24860000.0,-150.36206068786208
24870000.0,-149.24775483480965
24880000.0,-151.1979842311478
24890000.0,-151.79251592699953
24900000.0,-149.2150707700661
24910000.0,-151.8359356002411
24920000.0,-150.32183986478447
24930000.0,-148.3282381666387
24940000.0,-150.79725445126857
24950000.0,-151.93000295755684
24960000.0,-150.77922941645878
24970000.0,-149.8894544779932
24980000.0,-149.35460838882494
24990000.0,-149.42415496812058
25000000.0,-150.08107037053043
25010000.0,-150.3183782968019
25020000.0,-150.74275482194588
25030000.0,-150.10103106221007
25040000.0,-148.37935244396422
25050000.0,-149.3717164266276
25060000.0,-148.87693426301593
25070000.0,-149.00819680511137
25080000.0,-150.69402801167146
25090000.0,-150.15582290115563
25100000.0,-150.53852657422777
25110000.0,-150.97147240701202
25120000.0,-150.47910645134783
25130000.0,-150.24431322309272
25140000.0,-151.3025183686822
25150000.0,-151.1002509270512
25160000.0,-149.25564385810898
25170000.0,-151.05742164239473
25180000.0,-150.2408413222078
25190000.0,-149.24975381672843
25200000.0,-149.23778256223542
25210000.0,-150.2900117892973
25220000.0,-151.5453657884696
25230000.0,-152.6075714387883
25240000.0,-153.50529011352646
25250000.0,-150.17136322163
25260000.0,-148.89358618479622
25270000.0,-150.10446778053452
25280000.0,-148.91973627923937
25290000.0,-148.95324441770214
25300000.0,-148.3976981325389
25310000.0,-149.78134117360977
25320000.0,-150.11818200714262
25330000.0,-150.06859848727385
25340000.0,-148.58900668425912
25350000.0,-149.79097059005838
25360000.0,-152.74558887401196
25370000.0,-151.71622908071393
25380000.0,-153.09349769669214
25390000.0,-151.29016259562246
25400000.0,-151.0888092680001
25410000.0,-149.34236528697363
25420000.0,-148.97891036252355
25430000.0,-148.25416631508725
25440000.0,-148.01415291344978
25450000.0,-148.64033260060162
25460000.0,-150.1155366383499
25470000.0,-149.69301195676198
25480000.0,-149.9382785309046
25490000.0,-151.24005796725777
25500000.0,-150.28643918402176
25510000.0,-148.57564823970688
25520000.0,-149.8149957765437
25530000.0,-149.9775180995751
25540000.0,-150.4227414129142
25550000.0,-149.84155524288295
25560000.0,-150.00705222537
25570000.0,-149.73479920046958
25580000.0,-151.25999939316984
25590000.0,-149.936191151529
25600000.0,-149.649272474222
25610000.0,-150.92364580038685
25620000.0,-151.55922364102634
25630000.0,-151.06423332972076
25640000.0,-150.96490328687656
25650000.0,-149.9544812620819
25660000.0,-149.29365514798403
25670000.0,-150.56753965684882
25680000.0,-149.78717343400507
25690000.0,-149.9817994855511
25700000.0,-149.45982577875586
25710000.0,-149.86682012908278
25720000.0,-150.00302503885536
25730000.0,-149.37602431508208
25740000.0,-149.6880668683222
25750000.0,-150.87006733120552
25760000.0,-149.89388249744098
25770000.0,-148.93915727824762
25780000.0,-149.10476172460557
25790000.0,-149.0648715437833
25800000.0,-148.95802714969153
25810000.0,-151.72179753821246
25820000.0,-150.20239702408966
25830000.0,-147.74547635572503
25840000.0,-148.39280192032163
25850000.0,-149.68395423055523
25860000.0,-149.2665018832102
25870000.0,-149.5226226625155
25880000.0,-150.3161196777538
25890000.0,-152.62624822033564
25900000.0,-150.2441734985016
25910000.0,-151.21135644526234
25920000.0,-150.39496676619848
25930000.0,-150.3183432458442
25940000.0,-150.24019707485937
25950000.0,-151.24996020491827
25960000.0,-152.65256781825252
25970000.0,-150.62915735455775
25980000.0,-150.30493556554177
25990000.0,-151.10446187125834
26000000.0,-151.45132429414082
26010000.0,-151.16889722880373
26020000.0,-150.7522961349498
26030000.0,-151.51641953584812
26040000.0,-152.1798314701088
26050000.0,-150.45419548098832
26060000.0,-150.75168345166222
26070000.0,-150.68272742787843
26080000.0,-150.5217983004469
26090000.0,-150.30685176485687
26100000.0,-150.04242008610345
26110000.0,-151.6527399809306
26120000.0,-153.02590182394815
26130000.0,-151.05814966442398
26140000.0,-150.9928098402423
26150000.0,-150.2765958698161
26160000.0,-149.2148470320346
26170000.0,-148.9895924169664
26180000.0,-152.13090886632327
26190000.0,-150.91241585664366
26200000.0,-151.13844877610936
26210000.0,-150.7159658171338
26220000.0,-150.39361927909357
26230000.0,-150.16826279878535
26240000.0,-150.56957263385812
26250000.0,-151.85935504086063
26260000.0,-150.3370047111871
26270000.0,-149.91954897062274
26280000.0,-151.0856702079603
26290000.0,-152.68643802717065
26300000.0,-151.11999316667033
26310000.0,-150.90778217136273
26320000.0,-151.2427554033653
26330000.0,-150.47500012942336
26340000.0,-149.9073774451509
26350000.0,-148.31912333480042
26360000.0,-148.56610366244882
26370000.0,-149.77512541051095
26380000.0,-150.7707603092107
26390000.0,-149.96179651852665
26400000.0,-150.30389969601595
26410000.0,-152.59223036090387
26420000.0,-153.0778546837882
26430000.0,-151.49882908386007
26440000.0,-150.32433667880386
26450000.0,-149.55884211659745
26460000.0,-149.46925893158473
26470000.0,-152.05199344447905
26480000.0,-151.28761477837202
26490000.0,-150.02587359071646
26500000.0,-150.92423775109245
26510000.0,-151.07886156960222
26520000.0,-150.62860047784147
26530000.0,-150.0328578721652
26540000.0,-149.33735802314868
26550000.0,-150.65080701133547
26560000.0,-149.86694636801724
26570000.0,-151.76579796164458
26580000.0,-154.74018675213
26590000.0,-151.41367911493907
26600000.0,-151.16538192931077
26610000.0,-152.3881931429068
26620000.0,-152.36441155178875
26630000.0,-151.5935888647628
26640000.0,-152.4313420421186
26650000.0,-152.07640058169758
26660000.0,-151.46718666569765
26670000.0,-149.96401485094162
26680000.0,-151.3202468091763
26690000.0,-149.93476957263877
26700000.0,-149.81454026720778
26710000.0,-151.84234243640583
26720000.0,-150.99163562602024
26730000.0,-150.92161655708145
26740000.0,-151.7484832176699
26750000.0,-152.06969422858427
26760000.0,-152.91158018614584
26770000.0,-151.19892440288942
26780000.0,-151.9557856031032
26790000.0,-150.0081824509357
26800000.0,-150.1118288573095
26810000.0,-150.08633468509132
26820000.0,-150.94983825317442
26830000.0,-150.88730155898463
26840000.0,-151.4046966517229
26850000.0,-150.88438178605915
26860000.0,-151.2203139653938
26870000.0,-152.00165837628217
26880000.0,-151.98515161263128
26890000.0,-153.34123033119192
26900000.0,-153.29736908874906
26910000.0,-151.10836452927037
26920000.0,-150.7983143198726
26930000.0,-152.18233624863143
26940000.0,-152.13668788090158
26950000.0,-151.44983069262815
26960000.0,-151.42035838664418
26970000.0,-152.29139841716494
26980000.0,-152.8047745411264
26990000.0,-151.71428994324432
27000000.0,-152.1739618986684
27010000.0,-151.4305519913014
27020000.0,-150.95926783021892
27030000.0,-150.98499297204822
27040000.0,-150.72518065553
27050000.0,-152.11366082680377
27060000.0,-152.27084256474024
27070000.0,-151.32525253620645
27080000.0,-151.65032508319246
27090000.0,-152.81763804254143
27100000.0,-152.60067198442485
27110000.0,-151.1293456129338
27120000.0,-150.52775384429577
27130000.0,-151.9253217167324
27140000.0,-152.6039172947244
27150000.0,-153.50355521381462
27160000.0,-152.93481103471498
27170000.0,-154.25500581494668
27180000.0,-153.20899963971306
27190000.0,-151.85454135249853
27200000.0,-151.6123524949357
27210000.0,-151.3354537643865
27220000.0,-152.12979296132642
27230000.0,-153.77546213416315
27240000.0,-152.81763069445685
27250000.0,-151.17669876551503
27260000.0,-151.78733539145517
27270000.0,-151.5744863222527
27280000.0,-153.05781393051788
27290000.0,-151.34665793289327
27300000.0,-151.4285547040998
27310000.0,-152.2470445222004
27320000.0,-151.75715880685235
27330000.0,-150.85206387510829
27340000.0,-149.34292443639129
27350000.0,-151.1162802366515
27360000.0,-151.7742319194554
27370000.0,-152.03613522325276
27380000.0,-152.09886572939766
27390000.0,-151.11853737849606
27400000.0,-151.29647895337823
27410000.0,-151.64899515862882
27420000.0,-151.7669619121989
27430000.0,-151.5803518443412
27440000.0,-150.8350533823483
27450000.0,-151.21527579505445
27460000.0,-150.5124810083792
27470000.0,-152.09130605305768
27480000.0,-153.10852964251728
27490000.0,-152.82415038690976
27500000.0,-153.21288619057032
27510000.0,-152.1967780614367
27520000.0,-152.04507988652801
27530000.0,-152.06086502500142
27540000.0,-152.30800552222797
27550000.0,-152.3474632387077
27560000.0,-151.6851457243161
27570000.0,-153.1545579494039
27580000.0,-152.51622754160394
27590000.0,-150.2446687190361
27600000.0,-151.2148198777075
27610000.0,-153.24738826490733
27620000.0,-153.17416450408288
27630000.0,-153.6708772210934
27640000.0,-152.19847778225977
27650000.0,-152.35355940890017
27660000.0,-153.52606499092025
27670000.0,-152.4881624325085
27680000.0,-151.4977994784236
27690000.0,-151.25707556634234
27700000.0,-152.18879441557922
27710000.0,-154.4296223250794
27720000.0,-154.72301592764327
27730000.0,-153.15603536715597
27740000.0,-151.57518594380522
27750000.0,-152.10613775034932
27760000.0,-153.04227034443994
27770000.0,-152.41629328833938
27780000.0,-150.7433448837025
27790000.0,-153.48397358060754
27800000.0,-154.11913029064647
27810000.0,-152.78732171302474
27820000.0,-151.55239862172203
27830000.0,-153.30851179184094
27840000.0,-152.50266144525713
27850000.0,-151.0207151804028
27860000.0,-151.1577216724595
27870000.0,-152.55416792680717
27880000.0,-153.2324480207335
27890000.0,-151.9047054742214
27900000.0,-151.59170531466256
27910000.0,-153.36560622567288
27920000.0,-153.93062216089754
27930000.0,-152.26007826798198
27940000.0,-152.7820175180407
27950000.0,-154.05051420294168
27960000.0,-153.2853157382925
27970000.0,-153.34303288835557
27980000.0,-152.99959715331403
27990000.0,-152.8066698221083
28000000.0,-152.76582524689218
28010000.0,-153.21776176223574
28020000.0,-153.32340468039226
28030000.0,-153.68849437312548
28040000.0,-151.94145821455174
28050000.0,-152.30371610521647
28060000.0,-154.06622896702265
28070000.0,-154.49568002010176
28080000.0,-153.81134072893042
