Hz,dBm
1.550260000E+07,-8.84082E+01
1.554240000E+07,-9.65289E+01
1.554240000E+07,-9.08893E+01
1.558220000E+07,-9.70264E+01
1.558220000E+07,-9.01508E+01
1.562200000E+07,-1.00685E+02
1.562200000E+07,-8.82037E+01
1.566180000E+07,-9.74323E+01
1.566180000E+07,-9.04834E+01
1.570160000E+07,-9.56927E+01
1.570160000E+07,-8.81488E+01
1.574140000E+07,-9.84760E+01
1.574140000E+07,-8.77246E+01
1.578120000E+07,-9.74139E+01
1.578120000E+07,-8.77734E+01
1.582100000E+07,-9.78137E+01
1.582100000E+07,-8.93787E+01
1.586080000E+07,-9.52869E+01
1.586080000E+07,-9.03125E+01
1.590060000E+07,-1.03737E+02
1.590060000E+07,-9.21375E+01
1.594040000E+07,-1.00560E+02
1.594040000E+07,-8.92200E+01
1.598020000E+07,-9.77405E+01
1.598020000E+07,-8.95282E+01
1.602000000E+07,-1.01540E+02
1.602000000E+07,-9.08008E+01
1.605980000E+07,-9.76611E+01
1.605980000E+07,-8.93970E+01
1.609960000E+07,-9.60590E+01
1.609960000E+07,-8.76605E+01
1.613940000E+07,-9.42249E+01
1.613940000E+07,-8.85577E+01
1.617920000E+07,-9.62451E+01
1.617920000E+07,-8.92535E+01
1.621900000E+07,-9.67578E+01
1.621900000E+07,-8.93176E+01
1.625880000E+07,-9.78320E+01
1.625880000E+07,-9.03857E+01
1.629860000E+07,-9.93518E+01
1.629860000E+07,-8.89209E+01
1.633840000E+07,-9.81525E+01
1.633840000E+07,-9.03217E+01
1.637820000E+07,-9.88818E+01
1.637820000E+07,-8.91956E+01
1.641800000E+07,-9.73376E+01
1.641800000E+07,-8.98334E+01
1.645780000E+07,-9.74475E+01
1.645780000E+07,-8.98914E+01
1.649760000E+07,-9.69379E+01
1.649760000E+07,-9.04376E+01
1.653740000E+07,-9.67975E+01
1.653740000E+07,-8.87256E+01
1.657720000E+07,-9.40906E+01
1.657720000E+07,-8.83960E+01
1.661700000E+07,-9.66205E+01
1.661700000E+07,-9.01935E+01
1.665680000E+07,-9.89215E+01
1.665680000E+07,-9.06787E+01
1.669660000E+07,-9.86133E+01
1.669660000E+07,-9.00134E+01
1.673640000E+07,-9.81677E+01
1.673640000E+07,-8.92566E+01
1.677620000E+07,-9.75116E+01
1.677620000E+07,-9.11182E+01
1.681600000E+07,-1.01339E+02
1.681600000E+07,-8.90735E+01
1.685580000E+07,-9.85950E+01
1.685580000E+07,-8.95374E+01
1.689560000E+07,-9.91077E+01
1.689560000E+07,-9.21649E+01
1.693540000E+07,-9.79053E+01
1.693540000E+07,-9.03949E+01
1.697520000E+07,-9.55432E+01
1.697520000E+07,-8.89240E+01
1.701500000E+07,-9.69501E+01
1.701500000E+07,-8.94885E+01
1.705480000E+07,-1.01952E+02
1.705480000E+07,-8.91284E+01
1.709460000E+07,-9.68555E+01
1.709460000E+07,-8.98334E+01
1.713440000E+07,-9.68463E+01
1.713440000E+07,-8.85760E+01
1.717420000E+07,-9.73651E+01
1.717420000E+07,-9.04498E+01
1.721400000E+07,-9.98492E+01
1.721400000E+07,-8.94916E+01
1.725380000E+07,-9.83386E+01
1.725380000E+07,-8.96747E+01
1.729360000E+07,-9.62726E+01
1.729360000E+07,-8.91803E+01
1.733340000E+07,-9.98889E+01
1.733340000E+07,-8.86066E+01
1.737320000E+07,-1.04247E+02
1.737320000E+07,-9.10449E+01
1.741300000E+07,-9.71667E+01
1.741300000E+07,-8.96381E+01
1.745280000E+07,-9.89276E+01
1.745280000E+07,-9.04102E+01
1.749260000E+07,-9.66998E+01
1.749260000E+07,-9.04865E+01
1.753240000E+07,-9.76031E+01
1.753240000E+07,-8.74042E+01
1.757220000E+07,-9.71912E+01
1.757220000E+07,-8.96899E+01
1.761200000E+07,-9.60895E+01
1.761200000E+07,-8.85913E+01
1.765180000E+07,-9.74231E+01
1.765180000E+07,-8.94977E+01
1.769160000E+07,-9.74170E+01
1.769160000E+07,-8.95068E+01
1.773140000E+07,-9.77130E+01
1.773140000E+07,-8.91833E+01
1.777120000E+07,-9.79480E+01
1.777120000E+07,-8.98578E+01
1.781100000E+07,-9.72125E+01
1.781100000E+07,-8.77612E+01
1.785080000E+07,-9.63489E+01
1.785080000E+07,-8.94366E+01
1.789060000E+07,-9.78687E+01
1.789060000E+07,-8.97418E+01
1.793040000E+07,-9.64893E+01
1.793040000E+07,-9.04865E+01
1.797020000E+07,-9.81006E+01
1.797020000E+07,-8.90887E+01
1.801000000E+07,-9.68768E+01
1.801000000E+07,-8.64948E+01
1.804980000E+07,-9.76886E+01
1.804980000E+07,-8.99951E+01
1.808960000E+07,-1.01412E+02
1.808960000E+07,-8.79230E+01
1.812940000E+07,-9.79877E+01
1.812940000E+07,-8.97540E+01
1.816920000E+07,-1.00023E+02
1.816920000E+07,-8.97174E+01
1.820900000E+07,-9.67548E+01
1.820900000E+07,-8.78833E+01
1.824880000E+07,-9.71454E+01
1.824880000E+07,-8.96228E+01
1.828860000E+07,-9.60010E+01
1.828860000E+07,-8.75995E+01
1.832840000E+07,-9.79663E+01
1.832840000E+07,-9.04193E+01
1.836820000E+07,-9.81403E+01
1.836820000E+07,-8.97144E+01
1.840800000E+07,-9.36816E+01
1.840800000E+07,-8.88232E+01
1.844780000E+07,-9.46094E+01
1.844780000E+07,-8.69495E+01
1.848760000E+07,-9.44965E+01
1.848760000E+07,-8.93573E+01
1.852740000E+07,-9.82837E+01
1.852740000E+07,-8.89056E+01
1.856720000E+07,-9.78992E+01
1.856720000E+07,-8.92352E+01
1.860700000E+07,-9.61230E+01
1.860700000E+07,-8.89453E+01
1.864680000E+07,-9.55219E+01
1.864680000E+07,-8.99890E+01
1.868660000E+07,-9.76489E+01
1.868660000E+07,-8.88385E+01
1.872640000E+07,-9.87140E+01
1.872640000E+07,-8.88599E+01
1.876620000E+07,-9.53357E+01
1.876620000E+07,-8.86676E+01
1.880600000E+07,-9.81860E+01
1.880600000E+07,-9.12830E+01
1.884580000E+07,-1.01018E+02
1.884580000E+07,-8.90247E+01
1.888560000E+07,-9.70233E+01
1.888560000E+07,-8.95526E+01
1.892540000E+07,-9.64618E+01
1.892540000E+07,-8.90033E+01
1.896520000E+07,-9.98279E+01
1.896520000E+07,-8.75781E+01
1.900500000E+07,-9.74658E+01
1.900500000E+07,-8.90887E+01
1.904480000E+07,-9.82837E+01
1.904480000E+07,-8.89056E+01
1.908460000E+07,-9.78687E+01
1.908460000E+07,-8.96289E+01
1.912440000E+07,-9.83051E+01
1.912440000E+07,-8.94550E+01
1.916420000E+07,-1.00627E+02
1.916420000E+07,-9.05902E+01
1.920400000E+07,-9.64740E+01
1.920400000E+07,-8.97052E+01
1.924380000E+07,-9.69897E+01
1.924380000E+07,-8.78345E+01
1.928360000E+07,-9.83112E+01
1.928360000E+07,-8.72333E+01
1.932340000E+07,-9.81860E+01
1.932340000E+07,-8.97815E+01
1.936320000E+07,-1.00496E+02
1.936320000E+07,-8.81213E+01
1.940300000E+07,-1.01766E+02
1.940300000E+07,-9.06787E+01
1.944280000E+07,-1.01345E+02
1.944280000E+07,-9.07489E+01
1.948260000E+07,-9.87781E+01
1.948260000E+07,-9.12006E+01
1.952240000E+07,-9.58972E+01
1.952240000E+07,-8.90460E+01
1.956220000E+07,-9.87872E+01
1.956220000E+07,-8.97632E+01
1.960200000E+07,-9.65594E+01
1.960200000E+07,-8.85730E+01
1.964180000E+07,-1.01235E+02
1.964180000E+07,-8.97052E+01
1.968160000E+07,-9.90985E+01
1.968160000E+07,-9.10175E+01
1.972140000E+07,-9.79602E+01
1.972140000E+07,-8.87042E+01
1.976120000E+07,-9.96906E+01
1.976120000E+07,-8.85394E+01
1.980100000E+07,-9.86255E+01
1.980100000E+07,-9.16583E+01
1.984080000E+07,-9.88391E+01
1.984080000E+07,-9.01050E+01
1.988060000E+07,-1.01583E+02
1.988060000E+07,-9.17163E+01
1.992040000E+07,-9.79877E+01
1.992040000E+07,-8.86493E+01
1.996020000E+07,-1.01720E+02
1.996020000E+07,-9.17529E+01
